abato	aba-to
pacgardistoj	pac-gar-d-ist-oj
pacienca	pa-ci-en-ca
pacience	pa-ci-en-ce
pacienco	pa-ci-en-co
paciencon	pa-ci-en-c-on
pacifiko	pa-cifi-ko
paco	pa-co
paĉjo	pa-ĉjo
paĉulo	pa-ĉu-lo
paduso	pa-du-so
pafado	pa-f-ado
pafbruon	paf-bru-on
pafcelojn	paf-ce-l-ojn
pafi	pa-fi
pafilego	pa-fi-le-go
pafilo	pa-f-ilo
pafĵetis	paf-ĵe-t-is
pafmortigita	paf-mor-t-ig-ita
pagata	pa-g-ata
pagi	pa-gi
pagipovaj	pa-gi-po-v-aj
pagis	pa-g-is
pago	pa-go
paĝo	pa-ĝo
paĝocento	pa-ĝo-cen-to
paĝoj	pa-ĝ-oj
paĝonumero	pa-ĝo-nu-me-ro
pajlo	paj-lo
pakaĵo	pa-k-aĵo
pakaĵon	pa-k-aĵ-on
paketon	pa-k-et-on
paki	pa-ki
pako	pa-ko
pakon	pa-k-on
pala	pa-la
palaco	pa-la-co
palato	pa-la-to
palestro	pa-le-s-tro
paliĝi	pal-iĝi
paliĝis	pal-iĝ-is
paliĝos	pal-iĝ-os
paliso	pa-li-so
palmo	pal-mo
palmolea?	pal-m-olea
palpebro	pal-pe-bro
palpebrumi	pal-pe-br-umi
palpi	pal-pi
palpito	pal-pi-to
palto	pal-to
pamfleto	pam-fle-to
panarbo?	pa-n-arbo
paneas	pa-ne-as
panejon	pa-n-ej-on
paneo	pa-neo
panja	pa-nja
panjaj	pa-nj-aj
panjajn	pa-nj-ajn
panjan	pa-nj-an
panje	pa-nje
panjo	pa-njo
panjoj	pa-nj-oj
panjojn	pa-nj-ojn
panjon	pa-nj-on
pano	pa-no
panon	pa-n-on
panpeco	pan-pe-co
pantalono	pan-ta-lo-no
pantoflo	pan-to-flo
papago	pa-pa-go
papera	pa-pe-ra
paperan	pa-pe-r-an
papero	pa-pe-ro
paperon	pa-pe-r-on
paperŝmiri	pa-per-ŝmiri
paperujo	pa-pe-r-ujo
papilio	pa-pi-lio
papo	pa-po
paradizo	pa-ra-di-zo
paralele	pa-ra-le-le
paralelo	pa-ra-le-lo
paraŝuto	pa-ra-ŝu-to
parazito	pa-ra-zi-to
pardonas	par-do-n-as
pardonema	par-do-n-ema
pardoni	par-do-ni
pardonu	par-do-nu
parenco	pa-ren-co
parfumo	par-fu-mo
pargeto	par-ge-to
parizano	pa-ri-za-no
parizo	pa-ri-zo
parko	par-ko
parlamento	par-la-men-to
paro	paro
paroĥo	pa-ro-ĥo
paroĥpregejo	pa-roĥ-pre-g-ejo
paroladas	pa-rol-ad-as
parolado	pa-rol-ado
paroladon	pa-rol-ad-on
parolados	pa-rol-ad-os
parolantaj	pa-rol-an-t-aj
parolante	pa-rol-an-te
parolanto	pa-rol-an-to
parolas	pa-rol-as
parolata	pa-rol-ata
parolelementoj	pa-rol-ele-ment-oj
parolema	pa-rol-ema
paroli	pa-roli
paroligi	pa-rol-igi
paroligos	pa-rol-ig-os
parolis	pa-rol-is
parolo	pa-rolo
paroloj	pa-rol-oj
parolos	pa-rol-os
parolu	pa-rolu
parolus	pa-rol-us
paron	par-on
parte	par-te
participoj	par-ti-ci-p-oj
participsufiksoj	par-ti-cip-su-fik-s-oj
partikulara	par-ti-ku-la-ra
partikularo	par-ti-ku-la-ro
partikulo	par-ti-ku-lo
partio	par-tio
partizano	par-ti-za-no
partlaboro	part-la-bo-ro
parto	par-to
partoj	par-t-oj
parton	par-t-on
partopreni	par-to-pre-ni
pasado	pas-ado
pasaĝero	pasa-ĝe-ro
pasamentisto	pasa-men-t-isto
pasas	pas-as
pasero	pa-se-ro
pasi	pasi
pasinta	pas-in-ta
pasintajn	pas-in-t-ajn
pasintojn	pas-in-t-ojn
pasinton	pas-in-t-on
pasio	pasio
pasis	pas-is
pasko	pas-ko
paskvilo	pas-k-vi-lo
pasloĝi	pas-lo-ĝi
pasos	pas-os
pasporto	pas-por-to
pasrajto	pas-raj-to
pasto	pas-to
pastoro	pas-to-ro
pastro	pas-tro
paŝas	paŝ-as
paŝi	paŝi
paŝis	paŝ-is
paŝmaniero	paŝ-ma-ni-e-ro
paŝmezuri	paŝ-me-zuri
paŝoj	paŝ-oj
paŝon	paŝ-on
paŝpremo	paŝ-pre-mo
paŝŝanĝi	paŝ-ŝan-ĝi
paŝtela	paŝ-te-la
paŝti	paŝ-ti
pato	pato
patra	pa-tra
patraj	pa-tr-aj
patran	pa-tr-an
patrineto	pa-tri-n-eto
patrino	pa-tri-no
patriota	pa-tri-o-ta
patriotismo	pa-tri-o-t-ismo
patro	pa-tro
patroj	pa-tr-oj
patron	pa-tr-on
patrono	pa-tro-no
patrujo	pa-tr-ujo
paŭlino	paŭ-li-no
paŭzi	paŭ-zi
paŭzon	paŭ-z-on
pavo	pa-vo
pazigrafioj	pa-zi-gra-fi-oj
peca	pe-ca
peceto	pe-c-eto
peco	pe-co
pecoj	pe-c-oj
pecon	pe-c-on
pedagogia	pe-da-go-gia
pedagogiaj	pe-da-go-gi-aj
pedagogoj	pe-da-go-g-oj
pedanto	pe-dan-to
pedikularo	pe-di-ku-laro
pejzaĝo	pej-za-ĝo
peki	pe-ki
pekli	pe-kli
pelasgo	pe-las-go
peli	pe-li
pelikano	pe-li-ka-no
pelto	pel-to
penadis	pe-n-ad-is
penante	pe-n-an-te
penas	pe-n-as
pendi	pen-di
pendigi	pen-d-igi
pendolo	pen-do-lo
penetri	pe-ne-tri
peni	pe-ni
peniko	pe-ni-ko
penos	pe-n-os
pensadi	pen-sadi
pensadis	pen-sad-is
pensado	pen-sado
pensanta	pen-san-ta
pensantaj	pen-san-t-aj
pensante	pen-san-te
pensas	pen-sas
pense	pen-se
pensema	pen-sema
pensi	pen-si
pensio	pen-sio
pensis	pen-sis
penso	pen-so
pensoj	pen-soj
penson	pen-son
pensu	pen-su
penti	pen-ti
pentraĵo	pen-tr-aĵo
pentras	pen-tr-as
pentri	pen-tri
perdas	per-d-as
perdi	per-di
perdiĝas	per-d-iĝ-as
perdiĝos	per-d-iĝ-os
perdis	per-d-is
perdita	per-d-ita
perdos	per-d-os
perdu	per-du
perdus	per-d-us
pere	pe-re
perei	pe-rei
pereigi	pe-re-igi
pereos	pe-re-os
pereus	pe-re-us
perfekta	per-fek-ta
perfektaj	per-fek-t-aj
perfektan	per-fek-t-an
perfekte	per-fek-te
perfekteco	per-fek-t-eco
perfektigado	per-fek-t-ig-ado
perfektigo	per-fek-t-igo
perfektiĝado	per-fek-t-iĝ-ado
perfektiĝados	per-fek-t-iĝ-ad-os
perfekto	per-fek-to
perfidi	per-fi-di
perfido	per-fi-do
perforte	per-for-te
periodo	pe-ri-o-do
perko	per-ko
perlabori	per-la-bo-ri
perlamoto	per-la-mo-to
perlo	per-lo
permesantaj	per-me-s-an-t-aj
permesas	per-me-s-as
permesi	per-me-si
permesita	per-me-s-ita
permeson	per-me-s-on
perono	pe-ro-no
persekutado	per-se-ku-t-ado
persekuti	per-se-ku-ti
persekutis	per-se-ku-t-is
persiko	per-si-ko
persisti	per-si-s-ti
persisto	per-si-s-to
persono	per-so-no
personoj	per-so-n-oj
personon	per-so-n-on
persvado	per-sva-do
pesi	pe-si
pesilo	pe-s-ilo
pesticido	pes-ti-ci-do
petado	pe-t-ado
petas	pet-as
petegas	pe-t-eg-as
petegi	pe-t-egi
petegis	pe-t-eg-is
peterburgon	pe-ter-burg-on
peti	peti
petis	pet-is
peto	peto
petoli	pe-to-li
petos	pet-os
petro	pe-tro
petrolo	pe-tro-lo
peza	pe-za
pezaj	pe-z-aj
peze	pe-ze
pezi	pe-zi
pezilo	pe-z-ilo
pezmove	pez-mo-ve
pezon	pe-z-on
pfenigo	pfe-ni-go
piano	pi-ano
piceo	pi-ceo
piecjustecstilo	pi-ec-ju-s-tec-st-ilo
piedbatante	pi-ed-ba-t-an-te
piede	pi-e-de
piedego	pi-e-d-ego
piedingo	pi-ed-in-go
piediris	pi-e-dir-is
piednotoj	pi-ed-no-t-oj
piednoton	pi-ed-no-t-on
piedo	pi-e-do
piedoj	pi-e-d-oj
pieroto	pi-e-ro-to
pigo	pi-go
piki	pi-ki
pikilo	pi-k-ilo
piko	pi-ko
pikoj	pi-k-oj
pilko	pil-ko
pilo	pilo
piloto	pi-lo-to
pinĉi	pin-ĉi
pinĉkvanton	pinĉ-kvan-t-on
pindo	pin-do
pinglo	pin-glo
pino	pi-no
pinta	pinta
pinto	pinto
pintorela	pint-ore-la
pioĉo	pi-o-ĉo
pioniro	pi-o-niro
pioniroj	pi-o-nir-oj
pipo	pi-po
pipro	pi-pro
piramido	pi-ra-mido
piranjo	pira-njo
pirato	pi-ra-to
pirito	pi-ri-to
piro	piro
piron	pir-on
pisto	pi-s-to
pitecio	pi-te-cio
pivoto	pi-vo-to
pizĝardenon	piz-ĝar-de-n-on
pizo	pi-zo
placo	pla-co
plaĉa	plaĉa
plaĉas	pla-ĉ-as
plaĉe	plaĉe
plaĉi	pla-ĉi
plaĉis	pla-ĉ-is
plado	plado
plafono	pla-fo-no
plago	pla-go
plaĝo	pla-ĝo
planas	pla-n-as
plando	plan-do
plandumo	plan-d-umo
planedo	pla-ne-do
planis	pla-n-is
planko	plan-ko
plano	pla-no
planon	pla-n-on
planto	plan-to
plantpatologo	plant-pa-to-lo-go
plastiko	pla-s-ti-ko
plasto	pla-s-to
plata	plata
platano	pla-ta-no
plateno	pla-te-no
platformo	plat-for-mo
platino	pla-ti-no
plebiscito	ple-bi-sci-to
plej	plej
plejaĝulo	plej-aĝ-ulo
pleje	pleje
plekti	plek-ti
plena	plena
plenaĝa	plen-a-ĝa
plenaj	plen-aj
plenan	plen-an
plenda	plen-da
plendas	plen-d-as
plendi	plen-di
plene	plene
pleneca	plen-eca
pleneco	plen-eco
plenigita	plen-ig-ita
plenigitaj	plen-ig-it-aj
plenplena	plen-ple-na
plenŝvelinta	plen-ŝve-l-in-ta
plenumadi	plen-u-m-adi
plenumadis	plen-u-m-ad-is
plenumas	plen-um-as
plenumeblaj	plen-u-m-eb-l-aj
plenumi	plen-umi
plenumiĝinta	plen-u-m-iĝ-in-ta
plenumo	plen-umo
pleonasma	ple-o-nas-ma
pleto	ple-to
plezure	ple-zu-re
plezuro	ple-zu-ro
plia	plia
pliaj	pli-aj
plian	pli-an
plibonaĵoj	pli-bo-n-aĵ-oj
pliboneco	pli-bo-n-eco
plibonecon	pli-bo-n-ec-on
plibonigi	pli-bo-n-igi
plibonigoj	pli-bo-n-ig-oj
plie	plie
plifortiĝas	pli-for-t-iĝ-as
pligrandigo	pli-grand-igo
pliigi	pli-igi
plilarĝigo	pli-la-r-ĝ-igo
plimulte	pli-mul-te
plimulto	pli-mul-to
plimulton	pli-mul-t-on
plinto	plin-to
plivolante	pli-vo-l-an-te
plonĝi	plon-ĝi
plorema	plo-r-ema
plori	plo-ri
plorigos	plo-r-ig-os
ploris	plo-r-is
ploros	plo-r-os
ploto	plo-to
pluan	plu-an
plugĉevaloj	plug-ĉe-va-l-oj
plugi	plu-gi
plugilo	plu-g-ilo
plumbo	plum-bo
plumĉapo	plum-ĉa-po
plumeraro	plum-era-ro
plumingo	plu-m-ingo
plumknaro	plum-knaro
plumo	plu-mo
plumon	plu-m-on
plumujo	plu-m-ujo
pluraj	plu-r-aj
pluralo	plu-ra-lo
plurfoja	plur-foja
plurfoje	plur-foje
plus	plus
pluslaboro	plu-sla-bo-ro
pluŝbesto	pluŝ-bes-to
pluvego	plu-v-ego
pluvglacio	pluv-gla-cio
pluvo	plu-vo
poemo	po-e-mo
poemon	po-e-m-on
poeto	po-e-to
poezio	po-e-zio
pola	po-la
polaro	po-la-ro
policano	po-li-ca-no
policanola	po-li-ca-no-la
policanon	po-li-ca-n-on
policestro	po-li-c-es-tro
polico	po-li-co
policon	po-li-c-on
policservoj	po-lic-ser-v-oj
poligloto	po-li-glo-to
politikaj	po-li-ti-k-aj
politiko	po-li-ti-ko
polo	po-lo
poluro	po-lu-ro
polvero	pol-ve-ro
polvo	pol-vo
polovcaj	po-lov-c-aj
pomado	po-ma-do
pomarbo	pom-arbo
pomo	po-mo
pomon	po-m-on
pomŝirantaj	pom-ŝir-an-t-aj
pomujo	po-m-ujo
ponardego	po-nar-d-ego
ponto	pon-to
popolamaso	po-po-l-ama-so
popolĝojo	po-pol-ĝo-jo
popolo	po-po-lo
popolon	po-po-l-on
populara	po-pu-la-ra
popularigi	po-pu-la-r-igi
popularscienca	po-pu-lar-sci-en-ca
porcelano	por-ce-la-no
porcio	por-cio
pordego	por-d-ego
pordhoko	pord-ho-ko
pordo	por-do
pordon	por-d-on
porko	por-ko
poro	poro
portante	por-t-an-te
porti	por-ti
portis	por-t-is
portreto	por-tre-to
posedado	po-se-d-ado
posedanta	po-se-d-an-ta
posedantaj	po-se-d-an-t-aj
posedas	po-se-d-as
posedi	po-se-di
posedis	po-se-d-is
posedos	po-se-d-os
posedus	po-se-d-us
post	post
postaj	post-aj
postaĵtruon	post-aĵ-tru-on
postamento	pos-ta-men-to
poste	poste
posteno	pos-teno
postesignoj	poste-sig-n-oj
posteniĝis	pos-ten-iĝ-is
posteuloj	poste-ul-oj
postfaran	post-fa-r-an
postfinaj	post-fi-n-aj
postiljono	pos-til-jo-no
postĵetis	post-ĵe-t-is
postmorgaŭ	post-mor-gaŭ
postsigno	post-sig-no
postulantaj	pos-tu-l-an-t-aj
postulas	pos-tu-l-as
postulataj	pos-tu-l-at-aj
postuli	pos-tu-li
postulis	pos-tu-l-is
postuloj	pos-tu-l-oj
postulus	pos-tu-l-us
poŝformata	poŝ-for-ma-ta
poŝhorloĝo	poŝ-hor-lo-ĝo
poŝmono	poŝ-mo-no
poŝo	poŝo
poŝŝteli	poŝ-ŝte-li
poŝta	poŝta
poŝtaĵoj	poŝt-aĵ-oj
poŝtcenzuro	poŝt-cen-zu-ro
poŝtelefono	poŝ-te-le-fo-no
poŝtelspezoj	poŝt-el-spe-z-oj
poŝtestro	poŝt-es-tro
poŝtisto	poŝt-isto
poŝtkarto	poŝt-kar-to
poŝtkesto	poŝt-kes-to
poŝtkodo	poŝt-ko-do
poŝtmandato	poŝt-man-d-ato
poŝtmarko	poŝt-mar-ko
poŝto	poŝto
poŝtoficejo	poŝt-ofi-c-ejo
poŝtranĉilo	poŝ-tran-ĉ-ilo
poŝtrestante	poŝt-res-t-an-te
poŝtsako	poŝt-sa-ko
poŝtuko	poŝ-tu-ko
poŝtveturigisto	poŝt-ve-tu-ri-g-isto
poŝvortaro	poŝ-vort-aro
potence	po-ten-ce
potenco	po-ten-co
poto	po-to
povadon	po-v-ad-on
povanta	po-v-an-ta
povantaj	po-v-an-t-aj
povas	po-v-as
povi	po-vi
povis	po-v-is
povoj	po-v-oj
povon	po-v-on
povos	po-v-os
povoscii	po-vo-scii
povu	po-vu
povus	po-v-us
pozicio	po-zi-cio
pozicion	po-zi-ci-on
pozitivaj	po-zi-ti-v-aj
pozitive	po-zi-ti-ve
pragmatisme	prag-ma-t-isme
praktika	prak-ti-ka
praktikaj	prak-ti-k-aj
praktikan	prak-ti-k-an
praktike	prak-ti-ke
praktiko	prak-ti-ko
pranepo	pra-ne-po
prapraavoj	pra-pra-av-oj
prava	pra-va
pravas	pra-v-as
prave	pra-ve
pravigas	pra-v-ig-as
pravigita	pra-v-ig-ita
pravis	pra-v-is
precipa	pre-ci-pa
Preben	preben
precipe	pre-ci-pe
precipito	pre-ci-pi-to
preciza	pre-ci-za
precizaj	pre-ci-z-aj
precizan	pre-ci-z-an
precize	pre-ci-ze
precizeco	pre-ci-z-eco
precizigita	pre-ci-z-ig-ita
prefekto	pre-fek-to
preferas	pre-fe-r-as
prefere	pre-fe-re
preferi	pre-fe-ri
prefero	pre-fe-ro
preferos	pre-fe-r-os
preferus	pre-fe-r-us
prefikso	pre-fik-so
prefiksoj	pre-fik-s-oj
prefikson	pre-fik-s-on
preĝejo	pre-ĝ-ejo
preĝi	pre-ĝi
prelato	pre-la-to
prelegi	pre-le-gi
premado	pre-m-ado
premi	pre-mi
premio	pre-mio
prenanto	pre-n-an-to
prenas	pre-n-as
preni	pre-ni
prenilo	pre-n-ilo
preninte	pre-n-in-te
prenis	pre-n-is
prenitaj	pre-n-it-aj
prenos	pre-n-os
prenu	pre-nu
prenus	pre-n-us
prepari	pre-pa-ri
preparis	pre-pa-r-is
preparlaboroj	pre-par-la-bo-r-oj
preparo	pre-pa-ro
prepozicio	pre-po-zi-cio
prepozicioj	pre-po-zi-ci-oj
preseraro	pres-era-ro
presi	pre-si
presigis	pre-s-ig-is
presita	pre-s-ita
preskaŭ	pre-s-kaŭ
preskaŭsinonimo	pre-s-kaŭ-si-no-ni-mo
preskribi	pre-skri-bi
preskriboj	pre-skri-b-oj
preslitero	pres-li-te-ro
prespretajn	pres-pret-ajn
prestidigito	pres-ti-di-gi-to
prestiĝo	pres-ti-ĝo
preta	preta
pretaj	pret-aj
pretan	pret-an
preteksto	pre-tek-s-to
pretekstoj	pre-tek-s-t-oj
pretendas	pre-ten-d-as
pretendi	pre-ten-di
preter	pre-ter
preteratenti	pre-ter-a-ten-ti
preterito	pre-teri-to
prezentantaj	pre-zen-t-an-t-aj
prezentas	pre-zen-t-as
prezenti	pre-zen-ti
prezentiĝantaj	pre-zen-t-iĝ-an-t-aj
prezentiĝas	pre-zen-t-iĝ-as
prezentiĝus	pre-zen-t-iĝ-us
prezentis	pre-zen-t-is
prezentu	pre-zen-tu
prezentus	pre-zen-t-us
prezidanto	pre-zi-d-an-to
prezidi	pre-zi-di
prezido	pre-zi-do
prezo	pre-zo
pridemandis	pri-de-man-d-is
pridemandos	pri-de-man-d-os
pridiskuton	pri-di-s-ku-t-on
prijuĝado	pri-ju-ĝ-ado
prijuĝi	pri-ju-ĝi
prilaborata	pri-la-bo-r-ata
prilabori	pri-la-bo-ri
prilaboris	pri-la-bo-r-is
prilaboron	pri-la-bo-r-on
primaro	pri-ma-ro
primato	pri-ma-to
primitiva	pri-mi-ti-va
primitivaj	pri-mi-ti-v-aj
primitivan	pri-mi-ti-v-an
princino	prin-ci-no
principa	prin-ci-pa
principe	prin-ci-pe
principo	prin-ci-po
principoj	prin-ci-p-oj
principon	prin-ci-p-on
princo	prin-co
printempo	prin-tem-po
prioritato	pri-o-ri-ta-to
priparoli	pri-pa-roli
priparolitaj	pri-pa-rol-i-t-aj
pripensas	pri-pen-sas
pripensema	pri-pen-sema
pripensi	pri-pen-si
pripensita	pri-pen-sita
pripenso	pri-pen-so
pripensos	pri-pen-sos
pripensu	pri-pen-su
priserĉo	pri-ser-ĉo
priskriba	pri-skri-ba
priskribo	pri-skri-bo
priskriboj	pri-skri-b-oj
priskribon	pri-skri-b-on
prismo	pris-mo
privata	pri-va-ta
privataj	pri-va-t-aj
privatan	pri-va-t-an
privilegia	pri-vi-le-gia
prizorgante	pri-zorg-an-te
prizorgas	pri-zorg-as
prizorgos	pri-zorg-os
probabla	pro-ba-b-la
problema	pro-b-lema
problemetoj	pro-b-lem-et-oj
problemo	pro-b-lemo
problemoj	pro-b-lem-oj
problemon	pro-b-lem-on
procedi	pro-ce-di
procedo	pro-ce-do
procedoj	pro-ce-d-oj
procentego	pro-cen-t-ego
procento	pro-cen-to
proceso	pro-ce-so
prodigo	pro-di-go
produkto	pro-duk-to
produktoj	pro-duk-t-oj
produkton	pro-duk-t-on
prof	prof
profano	pro-fa-no
profesia	pro-fe-sia
profesio	pro-fe-sio
profesion	pro-fe-si-on
profesorinon	pro-fe-so-ri-n-on
profesoro	pro-fe-so-ro
profesoron	pro-fe-so-r-on
profeto	pro-fe-to
profitcela	pro-fit-ce-la
profito	pro-fi-to
profunda	pro-fun-da
profundaĵon	pro-fun-d-aĵ-on
profundapensaj	pro-fun-da-pen-s-aj
profundiĝu	pro-fun-d-iĝu
programo	pro-gra-mo
progresas	pro-gre-s-as
progresi	pro-gre-si
projektistoj	pro-jek-t-ist-oj
projektita	pro-jek-t-ita
projekto	pro-jek-to
projektoj	pro-jek-t-oj
projekton	pro-jek-t-on
prokrasti	pro-kra-s-ti
proksima	prok-si-ma
proksimaj	prok-si-m-aj
proksime	prok-si-me
proksimeco	prok-si-m-eco
proksimiĝas	prok-si-m-iĝ-as
proksimiĝi	prok-si-m-iĝi
proksimiĝis	prok-si-m-iĝ-is
proksimuma	prok-si-m-uma
proksimuman	prok-si-m-um-an
proksimume	prok-si-m-ume
proletario	pro-le-ta-rio
proleto	pro-le-to
promenas	pro-me-n-as
promeni	pro-me-ni
promenis	pro-me-n-is
promesas	pro-me-s-as
promesi	pro-me-si
promesis	pro-me-s-is
promeson	pro-me-s-on
pronomo	pro-no-mo
pronomoj	pro-no-m-oj
prononci	pro-non-ci
propagandi	pro-pa-gan-di
proponata	pro-po-n-ata
proponi	pro-po-ni
proponis	pro-po-n-is
proponita	pro-po-n-ita
proponite	pro-po-n-ite
propono	pro-po-no
proponoj	pro-po-n-oj
proponon	pro-po-n-on
proponos	pro-po-n-os
propozicio	pro-po-zi-cio
propra	pro-pra
propraj	pro-pr-aj
propran	pro-pr-an
propre	pro-pre
prosperi	pro-s-pe-ri
prosperis	pro-s-pe-r-is
prosperos	pro-s-pe-r-os
protekti	pro-tek-ti
protestanto	pro-tes-t-an-to
protestantoj	pro-tes-t-an-t-oj
protestas	pro-tes-t-as
protesti	pro-tes-ti
protestis	pro-tes-t-is
protestus	pro-tes-t-us
provante	pro-v-an-te
provas	pro-v-as
proverbo	pro-ver-bo
provi	pro-vi
provincano	pro-vin-ca-no
provincestro	pro-vin-c-es-tro
provinco	pro-vin-co
provis	pro-v-is
provizo	pro-vi-zo
provizoj	pro-vi-z-oj
provĵeto	prov-ĵe-to
provnumero	prov-nu-me-ro
provo	pro-vo
provoj	pro-v-oj
provoki	pro-vo-ki
provon	pro-v-on
provos	pro-v-os
provpafo	prov-pa-fo
provrezultojn	prov-re-zul-t-ojn
provu	pro-vu
provversio	prov-ver-sio
prozelito	pro-ze-li-to
prozo	pro-zo
prudenta	pru-den-ta
prudentaj	pru-den-t-aj
prudente	pru-den-te
prudento	pru-den-to
pruno	pru-no
prunte	prun-te
pruntedoni	prun-te-do-ni
pruntepreni	prun-te-pre-ni
prunti	prun-ti
prunto	prun-to
pruvas	pru-v-as
pruvi	pru-vi
pruvis	pru-v-is
pruvita	pru-v-ita
pruvos	pru-v-os
pseŭdoinstruitaj	pseŭ-do-ins-tru-it-aj
pseŭdoscienco	pseŭ-do-sci-en-co
pseŭdoturka	pseŭ-do-tur-ka
psiĥologio	psi-ĥo-lo-gio
psikologio	psi-ko-lo-gio
psilo	psi-lo
pterodaktilo	pte-ro-dak-ti-lo
publika	pu-b-li-ka
publikaj	pu-b-li-k-aj
publikigis	pu-b-li-k-ig-is
publiko	pu-b-li-ko
publikon	pu-b-li-k-on
pudingo	pu-din-go
pudro	pu-dro
pufvangaj	puf-van-g-aj
pugno	pug-no
pulardo	pu-lar-do
pulmo	pul-mo
pulo	pu-lo
pulvo	pul-vo
pulvora	pul-vo-ra
pulvoro	pul-vo-ro
pumo	pu-mo
pumpi	pum-pi
punclipa	punc-li-pa
puni	pu-ni
punkcio	punk-cio
punkto	punk-to
punktoj	punk-t-oj
punktokomo	punk-to-ko-mo
punto	pun-to
pupilo	pu-pi-lo
pupo	pu-po
pura	pu-ra
pure	pu-re
purema	pu-r-ema
purigi	pu-r-igi
puso	pu-so
pustulo	pu-s-tu-lo
puŝĉaron	puŝ-ĉar-on
puŝi	puŝi
puŝiĝas	puŝ-iĝ-as
puŝveturilo	puŝ-ve-tu-r-ilo
puto	pu-to
putri	pu-tri
rabato	ra-ba-to
rabeno	ra-be-no
rabi	ra-bi
raboto	ra-bo-to
racio	ra-cio
radaro	ra-da-ro
radiatoro	ra-di-ato-ro
radikaj	ra-di-k-aj
radikale	ra-di-ka-le
radikaloj	ra-di-ka-l-oj
radikaro	ra-di-k-aro
radikaron	ra-di-k-ar-on
radiko	ra-di-ko
radikoj	ra-di-k-oj
radikon	ra-di-k-on
radio	ra-dio
rado	rado
radŝpinilo	rad-ŝpi-n-ilo
rafano	ra-fa-no
rajdĉevalon	rajd-ĉe-va-l-on
rajdi	raj-di
rajtas	raj-t-as
rajtigi	raj-t-igi
rajto	raj-to
rajton	raj-t-on
raketo	ra-ke-to
rakontas	ra-kon-t-as
rakonti	ra-kon-ti
rakontis	ra-kon-t-is
rakonto	ra-kon-to
rakontoj	ra-kon-t-oj
rakonton	ra-kon-t-on
rakontos	ra-kon-t-os
rakontu	ra-kon-tu
ralf	ralf
rampaĵo	ram-p-aĵo
rampi	ram-pi
rando	ran-do
rango	ran-go
rangon	ran-g-on
rano	ra-no
rapida	ra-pi-da
rapidas	ra-pi-d-as
rapide	ra-pi-de
rapideco	ra-pi-d-eco
rapidiĝas	ra-pi-d-iĝ-as
rapidis	ra-pi-d-is
rapidos	ra-pi-d-os
rapidu	ra-pi-du
raportas	ra-por-t-as
raporti	ra-por-ti
raportis	ra-por-t-is
raporto	ra-por-to
raporton	ra-por-t-on
raportos	ra-por-t-os
raportu	ra-por-tu
rasoj	ra-s-oj
rato	rato
raŭka	raŭ-ka
raŭpo	raŭ-po
ravi	ra-vi
razi	ra-zi
reagis	re-ag-is
reago	re-ago
reakcio	re-ak-cio
reala	re-ala
realigado	re-alig-ado
realigis	re-alig-is
realiĝo	re-al-iĝo
rebati	re-ba-ti
rebato	re-b-ato
rebonigi	re-bo-n-igi
rebrili	re-bri-li
recenzi	re-cen-zi
recepto	re-cep-to
reciproka	re-ci-pro-ka
reciprokaj	re-ci-pro-k-aj
reciprokan	re-ci-pro-k-an
reciproke	re-ci-pro-ke
redakti	re-dak-ti
redaktitaj	re-dak-t-it-aj
redaktoro	re-dak-to-ro
redingoto	re-din-go-to
rediras	re-dir-as
rediri	re-diri
redoni	re-do-ni
redukti	re-duk-ti
referencnumero	re-fe-renc-nu-me-ro
referendumo	re-fe-ren-du-mo
refermas	re-ferm-as
reflekti	re-flek-ti
refligilo	ref-lig-ilo
reformi	re-for-mi
regado	re-g-ado
regali	re-ga-li
regato	re-g-ato
regi	re-gi
regimentestro	re-gi-men-t-es-tro
regimento	re-gi-men-to
regiono	re-gi-o-no
registaroj	re-g-ist-ar-oj
registraĵoj	re-gi-s-tr-aĵ-oj
registritaj	re-gi-s-tr-it-aj
registro	re-gi-s-tro
reglamento	re-gla-men-to
regna	reg-na
regnaj	reg-n-aj
regnano	reg-na-no
regnestro	reg-n-es-tro
regno	reg-no
regnoj	reg-n-oj
regula	re-gula
regulaj	re-gul-aj
regule	re-gule
reguleco	re-gul-eco
regulecon	re-gul-ec-on
regulelementoj	re-gul-ele-ment-oj
reguletoj	re-gul-et-oj
regulo	re-gulo
reguloj	re-gul-oj
regulon	re-gul-on
reĝidan	reĝ-id-an
reĝidina	reĝ-id-ina
reĝidinaj	reĝ-id-in-aj
reĝidinajn	reĝ-id-in-ajn
reĝidinan	reĝ-id-in-an
reĝidine	reĝ-id-ine
reĝidino	reĝ-id-ino
reĝidinoj	reĝ-id-in-oj
reĝidinojn	reĝ-id-in-ojn
reĝidinon	reĝ-id-in-on
reĝido	reĝ-ido
reĝidoj	reĝ-id-oj
reĝidojn	reĝ-id-ojn
reĝimo	re-ĝi-mo
reĝisoron	reĝi-so-r-on
reĝlando	reĝ-lan-do
reĝo	reĝo
reĝoj	reĝ-oj
reĝolando	reĝo-lan-do
reĝustigi	re-ĝu-s-t-igi
rehabilito	re-ha-bi-li-to
reiri	re-iri
reiris	re-ir-is
reĵetis	re-ĵe-t-is
rekaŝu	re-ka-ŝu
reklami	re-kla-mi
reklamo	re-kla-mo
reklamon	re-kla-m-on
rekomencos	re-ko-men-c-os
rekomendi	re-ko-men-di
